Rank,Term,Freq,C
1015, levels, 96, 0.12645
1016, contract, 96, 0.12658
1017, multiple, 96, 0.1267
1018, conditions, 96, 0.12683
1019, contemporary, 96, 0.12695
1020, suffered, 95, 0.12575
1021, michael, 95, 0.12588
1022, divided, 95, 0.126
1023, planned, 95, 0.12612
1024, follows, 95, 0.12625
1025, doing, 95, 0.12637
1026, captured, 95, 0.12649
1027, defeated, 95, 0.12662
1028, japanese, 95, 0.12674
1029, refers, 95, 0.12686
1030, oldest, 95, 0.12699
1031, critical, 95, 0.12711
1032, mr, 95, 0.12723
1033, easily, 95, 0.12736
1034, suggested, 94, 0.12614
1035, ordered, 94, 0.12626
1036, lot, 94, 0.12638
1037, pass, 94, 0.1265
1038, offer, 94, 0.12663
1039, winter, 94, 0.12675
1040, link, 94, 0.12687
1041, 37, 94, 0.12699
1042, concept, 94, 0.12711
1043, read, 94, 0.12724
1044, goal, 94, 0.12736
1045, 75, 94, 0.12748
1046, job, 94, 0.1276
1047, policy, 94, 0.12772
1048, 1969, 93, 0.12649
1049, report, 93, 0.12661
1050, children age, 93, 0.12673
1051, trying, 93, 0.12685
1052, represented, 93, 0.12697
1053, paper, 93, 0.12709
1054, captain, 93, 0.12721
1055, notably, 93, 0.12733
1056, reduced, 93, 0.12745
1057, voice, 93, 0.12757
1058, recognized, 93, 0.12769
1059, creating, 93, 0.12781
1060, compared, 93, 0.12793
1061, capita, 93, 0.12805
1062, selected, 92, 0.1268
1063, tracks, 92, 0.12692
1064, 90, 92, 0.12704
1065, 1983, 92, 0.12716
1066, gained, 92, 0.12727
1067, question, 92, 0.12739
1068, showed, 92, 0.12751
1069, leaves, 92, 0.12763
1070, extremely, 92, 0.12775
1071, championship, 92, 0.12787
1072, approach, 92, 0.12799
1073, latin, 92, 0.12811
1074, indian, 92, 0.12823
1075, ways, 92, 0.12835
1076, entitled, 92, 0.12847
1077, episode, 92, 0.12859
1078, anonymous, 92, 0.12871
1079, africa, 92, 0.12883
1080, account, 92, 0.12895
1081, expected, 91, 0.12766
1082, meant, 91, 0.12778
1083, ultimately, 91, 0.1279
1084, proposed, 91, 0.12802
1085, theory, 91, 0.12814
1086, 1975, 91, 0.12825
1087, perform, 91, 0.12837
1088, henry, 91, 0.12849
1089, spanish, 91, 0.12861
1090, split, 91, 0.12873
1091, unit, 91, 0.12884
1092, 65 years, 91, 0.12896
1093, twice, 91, 0.12908
1094, studio, 91, 0.1292
1095, joseph, 91, 0.12932
1096, 19th, 91, 0.12943
1097, tradition, 91, 0.12955
1098, visit, 91, 0.12967
1099, energy, 91, 0.12979
1100, speed, 90, 0.12848
1101, resulted, 90, 0.1286
1102, median income, 90, 0.12871
1103, really, 90, 0.12883
1104, artists, 90, 0.12895
1105, 39, 90, 0.12906
1106, paid, 90, 0.12918
1107, medical, 90, 0.1293
1108, proved, 90, 0.12941
1109, publications, 90, 0.12953
1110, bring, 90, 0.12965
1111, cup, 90, 0.12976
1112, festival, 90, 0.12988
1113, sir, 90, 0.13
1114, exist, 90, 0.13011
1115, search, 90, 0.13023
1116, britain, 90, 0.13035
1117, secretary, 90, 0.13046
1118, 18 24, 90, 0.13058
1119, unable, 90, 0.1307
1120, participated, 90, 0.13082
1121, age older, 90, 0.13093
1122, successfully, 90, 0.13105
1123, occurred, 90, 0.13117
1124, letter, 90, 0.13128
1125, capita income, 89, 0.12994
1126, professor, 89, 0.13005
1127, couples living, 89, 0.13017
1128, youth, 89, 0.13029
1129, 25 44, 89, 0.1304
1130, think, 89, 0.13052
1131, method, 89, 0.13063
1132, householder, 89, 0.13075
1133, getting, 89, 0.13086
1134, married couples, 89, 0.13098
1135, products, 89, 0.13109
1136, boy, 89, 0.13121
1137, possibly, 89, 0.13133
1138, income household, 89, 0.13144
1139, median age, 89, 0.13156
1140, activity, 89, 0.13167
1141, population spread, 89, 0.13179
1142, income family, 89, 0.1319
1143, containing, 89, 0.13202
1144, 45 64, 89, 0.13213
1145, households individuals, 89, 0.13225
1146, choice, 89, 0.13236
1147, family size, 89, 0.13248
1148, piece, 89, 0.1326
1149, extensive, 89, 0.13271
1150, races, 89, 0.13283
1151, care, 89, 0.13294
1152, years 100, 88, 0.13156
1153, older average, 88, 0.13168
1154, abandoned, 88, 0.13179
1155, non families, 88, 0.13191
1156, 18 living, 88, 0.13202
1157, females capita, 88, 0.13213
1158, average family, 88, 0.13225
1159, males median, 88, 0.13236
1160, acquired, 88, 0.13248
1161, poverty line, 88, 0.13259
1162, politics, 88, 0.1327
1163, industrial, 88, 0.13282
1164, bay, 88, 0.13293
1165, peter, 88, 0.13305
1166, wish, 88, 0.13316
1167, brown, 88, 0.13328
1168, males 100, 88, 0.13339
1169, living 65, 88, 0.1335
1170, older median, 88, 0.13362
1171, average household, 88, 0.13373
1172, bridge, 88, 0.13385
1173, gold, 88, 0.13396
1174, dark, 88, 0.13408
1175, household size, 88, 0.13419
1176, females age, 88, 0.1343
1177, 100 females, 88, 0.13442
1178, claim, 87, 0.133
1179, householder husband, 87, 0.13312
1180, overall, 87, 0.13323
1181, recording, 87, 0.13334
1182, catholic, 87, 0.13345
1183, husband present, 87, 0.13357
1184, potential, 87, 0.13368
1185, al, 87, 0.13379
1186, somewhat, 87, 0.13391
1187, girl, 87, 0.13402
1188, female householder, 87, 0.13413
1189, opportunity, 87, 0.13425
1190, authority, 87, 0.13436
1191, stay, 87, 0.13447
1192, lies, 87, 0.13458
1193, line including, 87, 0.1347
1194, italian, 87, 0.13481
1195, existing, 87, 0.13492
1196, rise, 87, 0.13504
1197, distance, 87, 0.13515
1198, 300, 87, 0.13526
1199, issued, 86, 0.13382
1200, ends, 86, 0.13393
1201, library, 86, 0.13404
1202, slightly, 86, 0.13415
1203, greatest, 86, 0.13426
1204, pay, 86, 0.13438
1205, setting, 86, 0.13449
1206, executive, 86, 0.1346
1207, newspaper, 86, 0.13471
1208, 1977, 86, 0.13482
1209, awards, 86, 0.13493
1210, fast, 86, 0.13505
1211, composed, 85, 0.13359
1212, founder, 85, 0.1337
1213, leadership, 85, 0.13381
1214, attempted, 85, 0.13392
1215, normal, 85, 0.13403
1216, begin, 85, 0.13414
1217, achieved, 85, 0.13425
1218, valley, 85, 0.13436
1219, finds, 85, 0.13447
1220, empire, 85, 0.13458
1221, specifically, 85, 0.13469
1222, vice, 85, 0.1348
1223, 42, 85, 0.13491
1224, 41, 85, 0.13502
1225, 1st, 85, 0.13513
1226, holds, 85, 0.13524
1227, classic, 84, 0.13376
1228, didn, 84, 0.13387
1229, contain, 84, 0.13398
1230, conference, 84, 0.13409
1231, capable, 84, 0.13419
1232, australian, 84, 0.1343
1233, teaching, 84, 0.13441
1234, morning, 84, 0.13452
1235, scale, 84, 0.13463
1236, manager, 84, 0.13474
1237, territory, 84, 0.13485
1238, classes, 84, 0.13496
1239, free encyclopediathis, 84, 0.13507
1240, showing, 84, 0.13518
1241, refused, 84, 0.13528
1242, actual, 84, 0.13539
1243, principal, 84, 0.1355
1244, singer, 84, 0.13561
1245, forward, 84, 0.13572
1246, serves, 84, 0.13583
1247, equipment, 84, 0.13594
1248, inspired, 84, 0.13605
1249, encyclopediathis, 84, 0.13616
1250, pressure, 83, 0.13464
1251, security, 83, 0.13475
1252, films, 83, 0.13486
1253, operating, 83, 0.13497
1254, flight, 83, 0.13507
1255, saint, 83, 0.13518
1256, product, 83, 0.13529
1257, secret, 83, 0.1354
1258, returning, 83, 0.13551
1259, 1979, 83, 0.13561
1260, growth, 83, 0.13572
1261, powers, 83, 0.13583
1262, martin, 83, 0.13594
1263, paris, 83, 0.13604
1264, protection, 83, 0.13615
1265, condition, 83, 0.13626
1266, 46, 83, 0.13637
1267, los, 83, 0.13647
1268, 1976, 82, 0.13494
1269, actions, 82, 0.13504
1270, 1972, 82, 0.13515
1271, richard, 82, 0.13526
1272, plant, 82, 0.13536
1273, residents, 82, 0.13547
1274, ending, 82, 0.13558
1275, settled, 82, 0.13568
1276, iii, 82, 0.13579
1277, titles, 82, 0.13589
1278, host, 82, 0.136
1279, fifth, 82, 0.13611
1280, failure, 82, 0.13621
1281, peace, 82, 0.13632
1282, dropped, 82, 0.13643
1283, organized, 82, 0.13653
1284, mass, 82, 0.13664
1285, greek, 82, 0.13675
1286, 1970, 82, 0.13685
1287, agreed, 82, 0.13696
1288, 400, 82, 0.13707
1289, laws, 82, 0.13717
1290, increasing, 82, 0.13728
1291, chance, 82, 0.13738
1292, cities, 82, 0.13749
1293, weight, 82, 0.1376
1294, minute, 82, 0.1377
1295, text, 82, 0.13781
1296, damage, 82, 0.13792
1297, china, 82, 0.13802
1298, lists, 82, 0.13813
1299, avoid, 82, 0.13824
1300, fans, 82, 0.13834
1301, declared, 82, 0.13845
1302, marked, 82, 0.13856
1303, escape, 81, 0.13697
1304, defined, 81, 0.13708
1305, broke, 81, 0.13718
1306, featuring, 81, 0.13729
1307, sons, 81, 0.13739
1308, performing, 81, 0.1375
1309, 1971, 81, 0.1376
1310, closely, 81, 0.13771
1311, holding, 81, 0.13781
1312, assistant, 81, 0.13792
1313, stations, 81, 0.13802
1314, density, 81, 0.13813
1315, determined, 81, 0.13823
1316, 55, 81, 0.13834
1317, sufficient, 81, 0.13844
1318, existence, 81, 0.13855
1319, stand, 81, 0.13865
1320, volume, 81, 0.13876
1321, connected, 81, 0.13886
1322, website, 81, 0.13897
1323, took place, 81, 0.13907
1324, population poverty, 81, 0.13918
1325, younger, 81, 0.13928
1326, standing, 81, 0.13939
1327, mixed, 81, 0.13949
1328, taught, 81, 0.1396
1329, incorporated, 80, 0.13798
1330, marriage, 80, 0.13808
1331, citizens, 80, 0.13819
1332, ones, 80, 0.13829
1333, rich, 80, 0.13839
1334, applied, 80, 0.1385
1335, castle, 80, 0.1386
1336, starts, 80, 0.13871
1337, foot, 80, 0.13881
1338, figure, 80, 0.13891
1339, stone, 80, 0.13902
1340, railway, 80, 0.13912
1341, editor, 80, 0.13922
1342, authorities, 80, 0.13933
1343, looking, 80, 0.13943
1344, canadian, 80, 0.13954
1345, launched, 80, 0.13964
1346, kill, 79, 0.138
1347, arms, 79, 0.1381
1348, killing, 79, 0.1382
1349, apparently, 79, 0.1383
1350, purchased, 79, 0.13841
1351, appropriate, 79, 0.13851
1352, combat, 79, 0.13861
1353, teacher, 79, 0.13871
1354, bar, 79, 0.13882
1355, rules, 79, 0.13892
1356, shape, 79, 0.13902
1357, retired, 79, 0.13912
1358, strength, 79, 0.13923
1359, examples, 79, 0.13933
1360, educational, 79, 0.13943
1361, situated, 79, 0.13954
1362, origin, 79, 0.13964
1363, 20th, 79, 0.13974
1364, image, 78, 0.13807
1365, introduction, 78, 0.13817
1366, heard, 78, 0.13827
1367, learning, 78, 0.13838
1368, daily, 78, 0.13848
1369, environment, 78, 0.13858
1370, felt, 78, 0.13868
1371, newly, 78, 0.13878
1372, listed, 78, 0.13888
1373, advantage, 78, 0.13898
1374, cd, 78, 0.13908
1375, 1974, 78, 0.13919
1376, best known, 78, 0.13929
1377, sign, 78, 0.13939
1378, 1973, 78, 0.13949
1379, parliament, 77, 0.1378
1380, russian, 77, 0.1379
1381, fought, 77, 0.138
1382, eye, 77, 0.1381
1383, gets, 77, 0.1382
1384, identified, 77, 0.1383
1385, classical, 77, 0.1384
1386, appearances, 77, 0.1385
1387, thing, 77, 0.1386
1388, maintained, 77, 0.1387
1389, guide, 77, 0.1388
1390, consider, 77, 0.1389
1391, edge, 77, 0.139
1392, gain, 77, 0.1391
1393, bad, 77, 0.1392
1394, locations, 77, 0.1393
1395, data, 77, 0.1394
1396, 1962, 77, 0.1395
1397, tree, 77, 0.1396
1398, generation, 77, 0.1397
1399, letters, 77, 0.1398
1400, caught, 77, 0.1399
1401, transferred, 77, 0.14
1402, unusual, 77, 0.1401
1403, versions, 77, 0.1402
1404, regularly, 76, 0.13848
1405, try, 76, 0.13858
1406, contact, 76, 0.13867
1407, officers, 76, 0.13877
1408, treatment, 76, 0.13887
1409, effective, 76, 0.13897
1410, stands, 76, 0.13907
1411, province, 76, 0.13917
1412, train, 76, 0.13927
1413, brothers, 76, 0.13937
1414, reports, 76, 0.13946
1415, floor, 76, 0.13956
1416, 150, 76, 0.13966
1417, typical, 76, 0.13976
1418, memorial, 76, 0.13986
1419, audience, 76, 0.13996
1420, historic, 76, 0.14006
1421, defeat, 76, 0.14015
1422, expanded, 76, 0.14025
1423, 43, 76, 0.14035
1424, causing, 76, 0.14045
1425, aid, 76, 0.14055
1426, mean, 76, 0.14065
1427, obtained, 76, 0.14075
1428, earned, 76, 0.14084
1429, based work, 76, 0.14094
1430, ideas, 75, 0.13919
1431, anonymous user, 75, 0.13928
1432, 52, 75, 0.13938
1433, work wikipedia, 75, 0.13948
1434, user wikipedia, 75, 0.13958
1435, assumed, 75, 0.13967
1436, page modified, 75, 0.13977
1437, concern, 75, 0.13987
1438, junior, 75, 0.13996
1439, memory, 75, 0.14006
1440, reaching, 75, 0.14016
1441, covers, 75, 0.14026
1442, label, 75, 0.14035
1443, huge, 75, 0.14045
1444, basic, 75, 0.14055
1445, slow, 75, 0.14065
1446, resources, 75, 0.14074
1447, mary, 75, 0.14084
1448, wikipedia user, 75, 0.14094
1449, finding, 75, 0.14104
1450, engineering, 75, 0.14113
1451, sides, 75, 0.14123
1452, require, 75, 0.14133
1453, governor, 75, 0.14142
1454, bank, 75, 0.14152
1455, content, 74, 0.13973
1456, scientific, 74, 0.13983
1457, filled, 74, 0.13992
1458, age 65, 74, 0.14002
1459, organizations, 74, 0.14012
1460, controlled, 74, 0.14021
1461, asian, 74, 0.14031
1462, speaking, 74, 0.1404
1463, contained, 74, 0.1405
1464, owner, 74, 0.1406
1465, importance, 74, 0.14069
1466, dance, 74, 0.14079
1467, alongside, 74, 0.14088
1468, broken, 74, 0.14098
1469, fine, 74, 0.14108
1470, 47, 74, 0.14117
1471, considerable, 74, 0.14127
1472, streets, 74, 0.14136
1473, 51, 74, 0.14146
1474, save, 74, 0.14156
1475, 1965, 74, 0.14165
1476, defense, 74, 0.14175
1477, theatre, 74, 0.14184
1478, 1947, 74, 0.14194
1479, tells, 74, 0.14204
1480, couple, 74, 0.14213
1481, channel, 74, 0.14223
1482, color, 74, 0.14232
1483, italy, 74, 0.14242
1484, exchange, 74, 0.14252
1485, campus, 74, 0.14261
1486, justice, 74, 0.14271
1487, sets, 73, 0.14087
1488, 1968, 73, 0.14097
1489, mind, 73, 0.14106
1490, affairs, 73, 0.14116
1491, pacific, 73, 0.14125
1492, 48, 73, 0.14135
1493, academic, 73, 0.14144
1494, advanced, 73, 0.14154
1495, losing, 73, 0.14163
1496, commission, 73, 0.14173
1497, store, 73, 0.14182
1498, republic, 73, 0.14192
1499, succeeded, 73, 0.14201
1500, rare, 73, 0.14211
1501, forest, 73, 0.1422
1502, crew, 73, 0.1423
1503, apart, 73, 0.14239
1504, interview, 73, 0.14248
1505, derived, 73, 0.14258
1506, portion, 73, 0.14267
1507, prime, 73, 0.14277
1508, 1939, 73, 0.14286
1509, navy, 73, 0.14296
1510, expressed, 73, 0.14305
1511, producing, 73, 0.14315
1512, conducted, 72, 0.14128
1513, metal, 72, 0.14137
1514, promoted, 72, 0.14147
1515, passing, 72, 0.14156
1516, mi, 72, 0.14165
1517, racial, 72, 0.14175
1518, causes, 72, 0.14184
1519, theme, 72, 0.14193
1520, blood, 72, 0.14203
1521, texas, 72, 0.14212
1522, opposite, 72, 0.14221
1523, prince, 72, 0.14231
1524, beautiful, 71, 0.14042
1525, correct, 71, 0.14052
1526, greatly, 71, 0.14061
1527, review, 71, 0.1407
1528, louis, 71, 0.14079
1529, alternative, 71, 0.14088
1530, aircraft, 71, 0.14098
1531, 1938, 71, 0.14107
1532, happened, 71, 0.14116
1533, gone, 71, 0.14125
1534, exists, 71, 0.14135
1535, effectively, 71, 0.14144
1536, asia, 71, 0.14153
1537, retirement, 71, 0.14162
1538, internet, 71, 0.14171
1539, semi, 71, 0.14181
1540, brief, 71, 0.1419
1541, positions, 71, 0.14199
1542, corporation, 71, 0.14208
1543, freedom, 71, 0.14217
1544, writers, 71, 0.14227
1545, calls, 71, 0.14236
1546, 1967, 71, 0.14245
1547, troops, 71, 0.14254
1548, honor, 70, 0.14063
1549, engine, 70, 0.14072
1550, identity, 70, 0.14081
1551, girls, 70, 0.1409
1552, improve, 70, 0.14099
1553, golden, 70, 0.14108
1554, languages, 70, 0.14117
1555, wall, 70, 0.14126
1556, pop, 70, 0.14135
1557, goals, 70, 0.14144
1558, eyes, 70, 0.14153
1559, connection, 70, 0.14163
1560, opposition, 70, 0.14172
1561, birth, 70, 0.14181
1562, progress, 70, 0.1419
1563, 18 18, 70, 0.14199
1564, renamed, 70, 0.14208
1565, picture, 70, 0.14217
1566, wood, 70, 0.14226
1567, height, 70, 0.14235
1568, usa, 70, 0.14244
1569, chairman, 70, 0.14253
1570, regarded, 70, 0.14263
1571, selling, 70, 0.14272
1572, 49, 70, 0.14281
1573, supporting, 70, 0.1429
1574, entertainment, 70, 0.14299
1575, 1960, 70, 0.14308
1576, conflict, 70, 0.14317
1577, drawn, 70, 0.14326
1578, acts, 70, 0.14335
1579, establish, 70, 0.14344
1580, reputation, 70, 0.14353
1581, florida, 70, 0.14362
1582, respect, 69, 0.14166
1583, agent, 69, 0.14175
1584, hot, 69, 0.14184
1585, stars, 69, 0.14193
1586, pieces, 69, 0.14202
1587, challenge, 69, 0.14211
1588, reading, 69, 0.1422
1589, branch, 69, 0.14229
1590, agreement, 69, 0.14238
1591, 1945, 69, 0.14247
1592, machine, 69, 0.14256
1593, 1950, 69, 0.14265
1594, interests, 69, 0.14274
1595, occupied, 69, 0.14283
1596, firm, 69, 0.14292
1597, cast, 69, 0.14301
1598, 1964, 69, 0.14309
1599, yellow, 69, 0.14318
1600, views, 69, 0.14327
1601, positive, 69, 0.14336
1602, changing, 69, 0.14345
1603, code, 69, 0.14354
1604, producer, 68, 0.14155
1605, equal, 68, 0.14164
1606, depending, 68, 0.14173
1607, severe, 68, 0.14182
1608, difference, 68, 0.1419
1609, shared, 68, 0.14199
1610, die, 68, 0.14208
1611, background, 68, 0.14217
1612, titled, 68, 0.14226
1613, focused, 68, 0.14234
1614, engaged, 68, 0.14243
1615, facility, 68, 0.14252
1616, technical, 68, 0.14261
1617, opposed, 68, 0.1427
1618, commander, 68, 0.14279
1619, beat, 68, 0.14287
1620, boys, 68, 0.14296
1621, makeup, 68, 0.14305
1622, screen, 68, 0.14314
1623, camp, 68, 0.14323
1624, dry, 68, 0.14332
1625, visited, 68, 0.1434
1626, assigned, 68, 0.14349
1627, candidate, 68, 0.14358
1628, learned, 67, 0.14156
1629, zone, 67, 0.14164
1630, requires, 67, 0.14173
1631, buried, 67, 0.14182
1632, 1940, 67, 0.1419
1633, 1949, 67, 0.14199
1634, exception, 67, 0.14208
1635, cold, 67, 0.14216
1636, angeles, 67, 0.14225
1637, settlement, 67, 0.14234
1638, 1944, 67, 0.14243
1639, applications, 67, 0.14251
1640, los angeles, 67, 0.1426
1641, represent, 67, 0.14269
1642, capacity, 67, 0.14277
1643, write, 67, 0.14286
1644, sun, 67, 0.14295
1645, bands, 67, 0.14303
1646, years old, 67, 0.14312
1647, urban, 67, 0.14321
1648, respectively, 67, 0.14329
1649, hope, 67, 0.14338
1650, soldiers, 67, 0.14347
1651, guard, 67, 0.14356
1652, grounds, 67, 0.14364
1653, attacked, 67, 0.14373
1654, 19th century, 67, 0.14382
1655, seasons, 67, 0.1439
1656, chinese, 67, 0.14399
1657, briefly, 67, 0.14408
1658, protect, 67, 0.14416
1659, laid, 67, 0.14425
1660, animals, 66, 0.14218
1661, 1963, 66, 0.14227
1662, contributed, 66, 0.14236
1663, regarding, 66, 0.14244
1664, designated, 66, 0.14253
1665, constant, 66, 0.14261
1666, bought, 66, 0.1427
1667, fiction, 66, 0.14278
1668, device, 66, 0.14287
1669, describes, 66, 0.14295
1670, sales, 66, 0.14304
1671, institutions, 66, 0.14313
1672, attacks, 66, 0.14321
1673, formation, 66, 0.1433
1674, border, 66, 0.14338
1675, 2nd, 66, 0.14347
1676, secondary, 66, 0.14355
1677, adult, 66, 0.14364
1678, plot, 66, 0.14373
1679, consisted, 66, 0.14381
1680, straight, 66, 0.1439
1681, tell, 66, 0.14398
1682, mouth, 66, 0.14407
1683, matches, 66, 0.14415
1684, occasionally, 66, 0.14424
1685, safety, 66, 0.14433
1686, manner, 66, 0.14441
1687, equivalent, 66, 0.1445
1688, receiving, 65, 0.14239
1689, leads, 65, 0.14248
1690, feel, 65, 0.14256
1691, risk, 65, 0.14264
1692, mayor, 65, 0.14273
1693, gun, 65, 0.14281
1694, figures, 65, 0.1429
1695, tower, 65, 0.14298
1696, congress, 65, 0.14307
1697, communities, 65, 0.14315
1698, roughly, 65, 0.14323
1699, armed, 65, 0.14332
1700, invited, 65, 0.1434
1701, function, 65, 0.14349
1702, transport, 65, 0.14357
1703, carry, 65, 0.14366
1704, interior, 65, 0.14374
1705, democratic, 65, 0.14383
1706, wing, 65, 0.14391
1707, score, 65, 0.14399
1708, entry, 65, 0.14408
1709, occur, 65, 0.14416
1710, combination, 65, 0.14425
1711, committed, 65, 0.14433
1712, charged, 65, 0.14442
1713, fictional, 65, 0.1445
1714, incident, 65, 0.14458
1715, sex, 65, 0.14467
1716, granted, 64, 0.14253
1717, maximum, 64, 0.14261
